overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
5.0,True,"02 21, 2016",A3VNJJU5GOS97N,B00VMB5VFK,O&#039;s Ma,Great added game to the Wii Universe,LEGO Dimensions,1456012800,,"{'Edition:': ' Starter Pack', 'Platform:': ' Nintendo WiiU'}",
5.0,True,"01 21, 2015",A3BBVIQWXB2CRK,B00008URUA,Angela Burton,"One of my favorite games of all time. I love how you can learn different abilities and classes in this game. I like how there are so many missions you can complete and I like how they have included some characters from Final Fantasy X and have added some new ones. This game shipped and arrived at my home in 2 days. Best shipping I have ever had with buying anything from online. The game is in excellent condition, even though it is used. It looks brand new and I have played and beat the game and it works perfectly. I definitely recommend this game to anyone who likes RPGs and anyone who likes the Final Fantasy series.",One of my favorite Final Fantasy games of all time!,1421798400,,{'Format:': ' Video Game'},
5.0,False,"01 21, 2003",A2JX4CKK9HLTK3,B00001X50M,Nick,"Metal Gear Solid has all of the elements of a great thriller film.  A twisting plot, incredible voice acting and directing, and interesting characters.
  From the very beginning gameplay is bliss.  The control is spot-on.  Simple to learn, fun to play.  The Dual Shock controller is taken full advantage of as well.  (Wait until you feel the helicopter taking off, and then wait for Psycho Mantis to prove to you he can make objects move.)
  The game eases you into it, and gives you a solid twelve to fifteen hours of gameplay the first time through.  But you won't want it to end.  I guarantee it.  If you haven't bought it already, buy it now.  This game would be a bargain at $100.",Put Simply:  The Best Experience Hands Down,1043107200,,{'Format:': ' Video Game'},
5.0,True,"05 4, 2015",A29B3DFHA1CYWP,B00168PFFK,miguel mendez,good,Five Stars,1430697600,,,
3.0,False,"10 28, 2014",AVEOVIRYPMCSN,B00MNP9PD8,Bookworm,"The sound quality in these headphones is pretty good, I can hear everything I am supposed to so I can't complain.  The problem for me is the way they feel. These aren't as comfortable as I would have hoped.  The ear pieces are cushioned but I found the band overhead really squeezes my head and my husbands.  It doesn't matter how I adjust them after a few minutes they become uncomfortable.  This is a shame because I actually do like the features on them and I would have probably used them for long term use.  Unfortunately I won't be able to because of my head hurting.  This might just be me so I would definitely say give them a try.  They sound great and I really like and they are really easy to set up.  I will say there is a blue light on them that is distracting but I could have looked past that.",Not comfortable,1414454400,,"{'Color:': ' New', 'Edition:': ' Surround Sound'}",
4.0,True,"01 15, 2014",A253X5E4L0DM0W,B00005QDPZ,AB,This is one of the few Star Wars games that is fun to play. The graphics are quite advanced for the Gamecube and it plays well on the Wii. I can't wait for a night open to sit and run through a few more levels.,Pew Pew!,1389744000,2,,
5.0,True,"07 10, 2015",A1XJ9A9KGLFT71,B00FUC6T0S,JCAdmore,"I don't normally rate games. But, this one really blew my socks off. It's a huge world with great graphics and a wonderful story that (three months later) I am nowhere close to finishing. It is definitely next-gen and definitely worth the money.

Parents beware, however, as there is a lot of violence, nudity and sex in this game. It is for MATURE audiences only.",I Can't Find My Socks!!!,1436486400,,,
5.0,False,"01 29, 2007",AJW5X51Z4A5W2,B00008KTNW,J. GONZALEZ,"I purchased this game after purchasing ninja gaiden black only because it has an old NES game that I wanted to check out.

  The first thing I want to mention about this game and the black version is that black has more enemies.

  2. It has an easy setting for those who cant hack it.

  3. The camera angles have been much improved over this version.

  3. It has 50 side missions.

  4. It has been much improved indeed. So if your looking to to purchase this game maybe you should reconsider and get black.

  besides that this is one of best games on any system (including the 36o, and ps3)",Great but Ninja Gaiden Black better.,1170028800,2,,
5.0,False,"07 1, 2016",AV658LA17N0SI,B002EWD02C,MJA,"I'm writing this for the free Xbox 360 Games with Gold version that came out a year/ish ago. Great puzzle game that offered a lot of fun. Somehow, despite the boards all being pretty similar, it didn't get old for me!","Great, thanks for the free version!",1467331200,,,
5.0,True,"05 28, 2013",A2HQ171VL3Y1OE,B001C0L7NQ,Hazel,The Disney Sing it worked good with the Sing star game. I like the songs on the CD. Everyone enjoyed singing with the CD. adults and children and teens we all had fun.,Disney Sing It,1369699200,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation2'}",
5.0,True,"02 24, 2015",A1BBOY756WDOPE,B00002STEZ,HiggyBear,Great game very fun lots of puzzles and tons of content,Five Stars,1424736000,,{'Format:': ' Video Game'},
5.0,False,"11 4, 2014",A1OIU7R8XNDM1V,B008YA9BUI,#amazonaddict,now i can hear all the little kids talk crap on cod,cod,1415059200,,{'Color:': ' Black'},
5.0,False,"02 5, 2002",A13FM584MUAHGW,B00005Q8M0,Amazon Customer,"What can I say? A multitude of characters from a variety of games. You start with Link,Samus,Captain Falcon,Fox,Kirby,Pickachu,Zelda\Shiek,Mario,Peach,Ice climbers,Ness,Yoshi,Bowser,and DK.You have to unlock Mewtwo, Young Link, Luigi, Marth, Roy,Dr. Mario,Gannondorf, Pichu,Jigglypuff, Falco, and Mr. Game and Watch. Stages include Infinite Glacier:Icicle Mountain,Mushroom Kingdom:Princess Peach's Castle, Mushroom Kingdom: Rainbow Cruise, DK Island:Kongo Jungle, DK Island:Jungle Japes,Termina:Great Bay,Hyrule:Temple, Yoshi's Island: Yoshi's Story, Yoshi's Island: Yoshi's Island, Dream Land:Fountain of Dreams,Dream Land:Green Greens,Lylat System:Corneria, Lylat System:Venom,Super Flat World:Flat Zone,Planet Zebes:Brinstar,Planet Zebes:Brinstar Depths,Eagleland:Onett,Eagleland:Fourside,F-Zero Grand Prix:Mute City, F-Zero Grand Prix:Big Blue,Kanto:Pokemon Stadium,Kanto Skies:Poke Floats,Mushroom:Kingdom,Mushroom:Kingdom 2,Special Stages:Battlefield,Special Stages:Final Destination,Past Stages:Dreamland,Past Stages:Yoshi's Island, and Past Stages:Kongo Jungle. There are a variety of modes including vs. mode. vs. mode can be broken down into 3 different modes. Melee- a standard battle with up to 4 people. Tournament melee- a tournament consisting of up to 64 competitors in a 1 on 1 battle. Special Melee- a variety of different melees with special twists such as tiny mode and super sudden death. Next is the very long and challenging event mode. There are 51 events which get harder as you go along. There are also Stadium matches. They are target test, a mode n which youn break ten targets with a character, Home run contest, a match in which you hit a sandbag as far as you can, and multiman melee, a contest in which you defeat many lightweight characters. Classic mode is a series of matches in order to obtain a characters classic trophy.
Adventure mode is where you fight many obstacles to obtain a characters classic trophy. Allstar mode is where you defeat all 25 characters in order to obtain a characters allstar trophy. Another goal is to obtain the 290 trophies in the game. I hope this review causes you to buy this game.",#1 gamecube game on the market,1012867200,41,{'Format:': ' Video Game'},
2.0,True,"09 16, 2012",A1Z4C92PGS11V5,B006VB2UO6,E. Thompson,"I got this game for one reason and one reason only.  So I could export Road to Glory to Madden 13 and So I could get Montee Ball on NFL 13.  Well guess what you cant export anything to Madden.  Oh but that is ok because they added heisman mode now... So you get to play as characters that nobody likes. The only one worth playing as is Barry Sanders.  They add DLC for Mark Ingram, Matt Leinart and Tim Tebow but don't think to put in Ron Dayne which has the record for most rushing yards in college football.  This game is the same game as last year minus the things that made it fun.  Road to glory has no point anymore if you cant export... Its more like Road to 4 years of college.  Do not waste the money unless you just gotta play college football.",No Glitches but No Fun Either,1347753600,,{'Format:': ' Video Game'},
4.0,True,"06 24, 2013",A2THE9URG2BRMW,B0011E4J2Y,N. S. Warden,"they work, they work, they work.  what else is there to say?  i send things back that don't work as promised.",they work,1372032000,,,
5.0,True,"11 20, 2012",ACF84NI8Y6IW4,B000QD7BBM,viking,Arrived ahead of time. This was gift for my grandson. He uses it everyday. I recommend this program for all Wii users.,Viking,1353369600,,"{'Edition:': ' Standard', 'Platform:': ' Nintendo Wii'}",
5.0,True,"07 2, 2013",AB3192AECRX0R,B00006LEM9,Kimberly,loved it but if ppl want to write a book then thats on them but we shouldnt have to put this much on feed back,great,1372723200,,,
5.0,True,"08 27, 2013",A2XHAWMLN3A32V,B002S5PKXW,TK,"Bought this for kids for Christmas a couple years ago.  They still use their DSi's.  After a couple years, a battery went bad and bought a cheap replacement on Amazon.  Years of fun for the grandkids.",Chrismas Present,1377561600,2,,
4.0,True,"09 4, 2012",A18NPNRL7UB7DD,B0080XYCO4,Kimberly L. Ellis,"Buy this at $3 (current price)! I paid $7.
Mostly an adventure game with some puzzle and hidden object (HO) elements. 4-6+ hrs of game play.
It's a story of revenge and love. Very nice graphics. One of the first scenes where the train derails is nicely done as are all the others. Some animation of scenes. A  few scenes are water colored - nice. HO scenes - some pieces are hidden in objects within the scene and some pieces you have to interact with - nice! Just move your cursor around.
Used walkthroughs a couple of times. There is a hint button along with a journal, inventory, and map.
The ending is hinted at about 3/4th  of the way through.
Also, my mother played this one and liked it.
Product Description is apt.
kBlue has a good review.",Great Game For $3!,1346716800,,,
5.0,True,"12 22, 2010",A1A6C5KIOBMQ2P,B000X1TC0U,Ben,"I have Dead Space on the PC (bad controls) and just bought the PS3 version on Amazon sale, plays much better on console with a gamepad. Fun, scary and intense! Half the time Im so anxious looking for whats coming around the next corner. This game keeps you on your toes and weapons aimed ready because enemies come from all different directions. Different strategies/weapons for different enemies is refreshing, instead of just blasting away you have to take off their limbs. Great graphics, atmosphere and sound surrounds you and puts you smack in the middle of its eerie environment. The gameplay, weapons and upgrade system are done really well giving good replay value. Prob my favorite survival horror title second only to Resident Evil. Turn off the lights, turn up the sound and prepared to be scared!",Scary and Fun,1292976000,,{'Format:': ' Video Game'},
5.0,True,"03 13, 2015",AQQEDGFLDC2S1,B000HKGD4A,KennieShows78,"I love to playing the rollercoaster tycoon 3, I missed so much since when I had the first RCT game was old verison. Great game! You can make your own land park,too.",Fun and fairgrounds,1426204800,,{'Platform:': ' PC Download'},
4.0,False,"12 17, 2011",APD2EUMNVM4EO,B00002DHEV,The Duck of Indeed,"The Nintendo 64 is a lot of fun, and it is well-made, too.  Mine works like new and is about 10 or 11 years old right now.  There are a lot of fun games and it has all right graphics and good sound.  Even though it's kind of old, I still have a lot of fun with this console.
One thing to keep in mind is you may need to add some things to it.  Some games require a memory card, which plugs into the controller, and some need an expansion pack, which plugs into the console.  You can add a rumble pack if you want, but that's not required.  It should come with 2 controllers, but you can have up to 4.",The Nintendo 64,1324080000,,,
5.0,False,"02 28, 2014",A3T949XZA2VFE1,B00BPEBG8A,CSW,"The Thief  series has been around a long time. The first game came out in 1998 I believe and it is an iconic game in the industry and inspired many other stealth games. Each new game in the franchise has had heavy expectations placed on it. The new Thief, like Thief Deadly Shadows before it, has had a  mixed reception. There are those who expect each new game to be exactly like the original. And there are others who want Thief to be more of an action game. Then there are those that have always understood what Thief is about at its core and enjoy it for what it is: a damn good pure stealth series.

The new Thief is no exception. Nothing has given me the sense of skulking about in the shadows and having to use stealth in order to survive better than Thief has. This isn't an action/stealth hybrid like Dishonored or Splinter Cell that you can go in guns blazing and cut down half a dozen guards in a short amount of time. In Thief you have to remain undetected or face the consequences.

At first I was disappointed by the fact you can't use the rope arrow on any wood surface as before and can only attach to specially highlighted beams. But the game makes up for it in other ways. The new swoop ability is pure awesomeness. It gives a fluidity and speed to the game while still feeling stealthy and appropriate.

The graphics are quite good, with some of the best lighting and shadows I have ever seen in a game. The world itself is quite dreary and that may turn off some people, but it has character and a strange dark charm of its own.

The music could be a little more fitting for the setting, in my opinion, but the overall sound design is quite atmospheric. The voice acting is very good in the case of Garrett and fairly good in the case of most of the other characters. Garrett is such an intriguing character.

All in all I think Thief carries the stealth torch admirably, and probably better than any other modern ""stealth"" game. I've enjoyed it a lot and if you like stealth I am sure you will enjoy it too.",This is the best stealth game in years.,1393545600,7,{'Platform:': ' PC Online Game Code'},
5.0,True,"01 31, 2016",ATJ8HF5M3PWB2,B014W3FGYU,Xiaolikexi,good,Five Stars,1454198400,,"{'Color:': ' RGB', 'Style:': ' Keyboard'}",
5.0,True,"12 6, 2014",AIDXX5X81YE22,B001PB9J14,Hambz,"Exactly what I wanted and expected, and the product got to my house quickly.",Five Stars,1417824000,,{'Format:': ' Video Game'},
4.0,True,"12 9, 2012",ADRRC2UIJ64S3,B00004YRQA,Ambrosia,"i thought that this would work for original playstation games too, but it doesnt and thats okay. i still love it",PS2MC,1355011200,,,
5.0,True,"07 1, 2017",A6JDN07UREPQ9,B01GKF824Y,Bluelantern87,Much better than the first game,Interesting game,1498867200,,"{'Edition:': ' Standard', 'Platform:': ' Xbox One'}",
5.0,False,"11 6, 2011",A3NP3KZXLP5PG1,B000ZK9QCS,DL,"The hype building up to the launch of this game was pretty enormous. Having missed part 1 and 2 I wasn't really sure what all the fuss was about. Sure, the commercials for GOW 3 looked pretty epic, but could it really live up to all the accolades being thrown its way? Well, I figured I would give it a chance so I lined up at the local game shop at midnight to pick up a copy so I could play it for an hour or two before getting some pre-work sleep. One or two hours soon turned into four and then five hours. I was having a very hard time making myself turn the game off as I was getting deeper and deeper into the story. I kept promising myself that I would stop at the next save point, but then I would think, okay I will just go a bit farther and then turn it off.

Let's start off with the obvious, how does this game look? GOW 3 may possibly be the single greatest looking game ever made! No effort was sparred in bringing the graphics to life. Even the smallest and most distant background items are very detailed. Everything Kratos smashes with his fist or arsenal of weaponry gets covered with blood and gore. I'm not just talking about Mortal Kombat blood for the sake of blood that disappears within a second or two of being splashed into the air. I'm talking about blood patterns that alter the way the baddies and Kratos look as you continue your mission of blood lust. Even the water that Kratos occasionally has to swim and trudge through looks insanely real as it ripples away from his movements. The lighting and shadow effects are as good or better than I've ever seen. For an example of this just check out the Helios boss battle and the cave level that follows.

Next let's look at game play. GOW 3 plays like a dream. The controls are fairly simple making switching to the right weapon for the job and being able to double jump from platform to platform completely up to the skill of the player. I will admit that this game is what a lot of people describe as a ""button masher"". You mash buttons to perform combos, complete sequences, and have an extremely intimate exchange with a goddess...yep that last one really happens. The thing about GOW 3 is that button mashing, while it only gets you so far even on the normal difficulty setting, has never been so enjoyable. The melee combat system alone gives you approximately a dozen different ways to decapitate, disembowel, stomp, or throw your enemies. If that doesn't do it for you, simply grab one of the baddies and run around using them as a battering ram to destroy other baddies. Kratos gets a handful of other weapons and items with most of them having some unique use in different situations. My weapon of choice is the Cestus which brings new meaning to the phrase ""open up a can of whoop @$s"". For an example of just how devastating the Cestus can be check out the Hercules boss battle...I mean WOW, this is some brutally epic stuff!

Finally there's the story...because if this is just random violence wrapped up in a gorgeous package would it still be fun? In this case I think so, but luckily GOW 3 has a completely enthralling story line. Even if you're like me and didn't have the experience of GOW 1 and 2 you can easily jump into this game. You're given a nearly 20 minute history lesson when you first start the game. You will be up to speed and obliterating a multitude of enemies in no time. Kratos himself is an undeniably interesting character. He is completely brash and uncaring about all the death and destruction unfolding around him due to his own actions. He is blindly driven by his rage and need for revenge which leads to intense and at moments humorous dialogue. The voice acting and mannerisms displayed by all characters could not be more spot on! I can't stress enough how epic the sheer scale and weight of this story is. Smashing your way through waves of baddies and completing puzzles to face off against one of the many truly impressive bosses hasn't been this satisfying since the days of the Nintendo Entertainment System! With GOW 3 clocking in at slightly over 10 hours it's a very satisfying experience whether it's your first or even fifth time playing through. And yes, this game is that deep and visually stunning that 3-5 play-throughs will feel like a breeze.

It's time to wrap this thing up! I realize I'm way late to the party when it comes to putting out my thoughts on GOW 3, but it's something I've been meaning to do for quite a long time now. If you have not picked up this game by now then you're looking at some really good timing because you can get it from around $15 used to $25 new. GOW 3 has earned its place among a very select few games ever released that can legitimately be regarded as ""best ever"". On that note, bring on God of War 4!!!",Possibly one of the best games you will ever play,1320537600,2,{'Format:': ' Video Game'},
5.0,True,"08 6, 2013",A2LGE1D46911S2,B000B9RI14,Axgarr,I always prefer to buy microsoft points and psn cards on amazon for security reasons cause I rely on them,amazon gives me options,1375747200,,"{'Format:': ' Online Game Code', 'Length:': ' 2000 Points', 'Subscription Length:': ' 2000 Points'}",
5.0,False,"01 11, 2008",A2W5JM4RZGNPDG,B00000F1GM,Sean M. Mulry,A fun game all the way!! You just can't get enough of this fantastic wonderful game!!!!!!,Super Mario in all his glory!!!!!!!,1200009600,,,
5.0,True,"01 2, 2015",AUAGFDYOJ4SD3,B003IU1AHQ,Charlotte Volk,10 yr old granddaughter enjoys playing this game,Five Stars,1420156800,,,
3.0,True,"11 6, 2016",A1FD50DICTYSNZ,B016HQZDCA,Guitarh3ro,"They feel better than the rock band 3 cymbal upgrades.. but not by much, also has a hard time detecting fast patterns. Overall, Rock Band 4 just didn't work well with anything.",They feel better than the rock band 3 cymbal upgrades,1478390400,,,
5.0,False,"01 27, 2009",A2NUWHWE8Q4WSB,B0016C3260,A. Dang,"I'm not exactly sure what it is about the game that makes me love it, but I'll list a few elements:

1) Nostalgic JRPG/Anime-Feel: This is not going to apply to most folks, but for me there was a feeling in the art, voice acting, and story that just gave a good sense of nostalgia.

2) Graphics: The game is beautiful, it is very difficult to dispute that.  Unless you have an unreasonable hatred for the Anime/Manga style of art, you will probably think the same.

3) Addicting Gameplay: The factors are there.  Getting experience, leveling up, unlocking new Orders and equipment for my squad--I just kept wanting to grind to get my troops to the next level.

4) What-happens-next-syndrome: The game was addicting for more than just leveling up.  I just always wanted to see what the next chapter had in store for Squad 7.

Those are the four biggest factors in my opinion.  The music and other factors are decent, to say the least.

I just really love the game.  I will play through it again to get Rank A on all the battles.  Too bad there aren't any trophies.",Amazing Game,1233014400,,{'Platform:': ' PlayStation 3'},
5.0,True,"07 9, 2017",A2OWHO4KR90NI9,B00Z9LUCEY,Carol,he loves it,Five Stars,1499558400,,"{'Edition:': ' Standard', 'Platform:': ' Xbox One'}",
5.0,True,"10 24, 2014",AQGW3MAN9178R,B0050SWS8O,john,This game is so cool better than the old need for speed,Five Stars,1414108800,,{'Format:': ' Video Game'},
3.0,False,"12 28, 2015",A292FIJX9R8HUO,B00VU4J13W,fcatamazondotcom,"My review is based on the single player campaign on the PS4. The multiplayer component of the game is probably perfect.

Pros:
+Visual appearance of players, guns, environments, robots and vehicles is highly detailed and very realistic.
+The game is very fast-paced and always plays very fluidly and has no stuttering.
+The concepts of the environments strongly reminds one of Inception.
+The robots enemies were a blast to play against and they looked very detailed and convincing.

Cons:
-The user interface for Gun Smithing and Loadout Editing is very tedious to use. I ended up using just the Loadout Editor although I wanted to use gunsmithing.
-It's very unclear that the Fabrication Points are pooled between weapon customization and cybercore customization.
-The safehouse was very detailed and reminded me of Commander Shepard's room in Mass Effect. But you couldn't interact with the NPCs and there wasn't much to interact with.
-I really did not get or like the story.
-I didn't have a favorite NPC like ""Soap"" in the previous games.
-Some enemies like the ""mother gunship"" behaved like arcade bosses in that their actions were repetitive/predictable.",Review of the single player campaign game,1451260800,,{'Format:': ' Video Game'},
5.0,False,"09 24, 2005",A85IGR4AZSPRL,B00095LIC0,Peneloppe,"Well sonic is a little too challenging for me, and gets frustrating at times, kirby on the other hand is great. It's not so hard that you want to throw your DS out the window. It is definitely not that easy either, especially in the later stages. But I like it because I can actually play this and get through many levels and enjoy it without the frustration. The DS version is great and very unique as you control Kirby with your stylus. Overall, high replay value, worth the money.",it's a great game,1127520000,6,{'Format:': ' Video Game'},
2.0,False,"08 12, 2011",A2ICW5OUWX2A2V,B00309XHD0,Ian,"Short Review:

Dead Space 2 is great at certain points, and it's fascinating to learn more about Unitology, but the ""More, more more"" philosophy eventually makes the player numb to the horror elements, and the rest of the game doesn't do much to stand out.

Long Review:

As a rule, I always rent games before buying them, as I prefer to spend only a few bucks on a video game, rather then pay full price and find out I don't like it.  However, being a huge fan of the first Dead Space game, I made an exception and purchased Dead Space 2 on it's first day of release, looking forward to another trip into the world of Unitology, necromorphs, and outright insanity.  Sadly, it was a purchase I really regret.

Dead Space 2 follows Isaac Clarke, the unluckiest engineer in the Milky Way Galaxy, as he wakes up on a space station a few years after the events of Dead Space 1.  Not knowing how he got there, he quickly finds himself thrust into yet another necromorph outbreak, and a desperate race for survival, while having to battle a far more personal foe that may threaten his very sanity.

The first Dead Space was an outstanding experience in sci-fi horror.  You were trapped aboard an empty space ship millions of miles from rescue; ammo was scarce, and you had to use everything in your disposal to survive.  Naturally, the sequel would want to further build upon that foundation by giving the player more of what they wanted...more monsters, more guns, bigger environments, and more action.  However, the, ""More, more, more"" attitude completely backfired in almost every aspect, giving us a very disappointing shooter that somehow manages to make a misstep on almost everything that made the first game a masterpiece.

To begin with, the story of Dead Space 2 doesn't really feel important...there's a necromorph outbreak, and you have to stop it, so off you go on another quest to destroy another marker.  By the end, it doesn't feel like you've accomplished much, and it all feels somewhat weightless, with little dramatic weight.  Isaac's dementia, a huge selling point in advertisements and on the back of the game box itself, is not used to it's full potential, instead being used for a few hallucinations and seeing his dead girlfriend.  Isaac never seems crazy or suffering from his dementia, and it's a sadly underused idea that I would have liked to see expanded.

The characters don't fare well either:  Isaac now talks, and aside from sounding much younger then he really is (he's 43, but sounds like he's in his late 20's), he's still an errand boy, only now more people tell him to do things instead of just one or two.  Romantic lead Ellie comes across as a generic action girl, and doesn't leave an impression.  The main bad guy, Tideman, is so non-threatening that I wanted to give him a lollipop, pat him on the head, and assure him that he was a very good sport for at least trying (and it gets downright amusing how often he says something along the lines of, ""It all ends here Clarke!"").  The character with the most depth, ironically, is fellow mental patient Stross: he has the most fascinating story of any Dead Space character to date, and it was a delight to see what he would do next as the game went along.

To it's credit, I do like how Dead Space 2 delves deeper into Unitology, the not-Scientology-religion that's taken over earth in the Dead Space universe.  It's fascinating to learn about their beliefs and how they operate (""Give unto the church and the church will give unto you""), especially considering how most of the unfortunate residents of Titan station have miniature markers and shrines in their possession, along with taking up mass ritual suicide.

But while the Unitology element of the game is impressive, the story and characters are still weak; that alone won't break a game, but perhaps the biggest flaw of Dead Space 2 is it's policy of, ""More, more, more.""  So many horror elements are thrown at you throughout the game that you quickly become desensitized to it, and as a result, I found that the game just wasn't scary.  It's the type of horror where you're walking down an empty corridor only for a monster to suddenly leap out a vent and practically scream, ""LOOKATMEIMAMONSTAHRAHRAHRAHBOOGABOOGABOOGA!""  It's startling the first time, but quickly becomes VERY predictable.  In fact, there's only one area in the entire game where you walk around for an extended period of time without being attacked, but it doesn't last long before the monsters are leaping at you again and screaming at the top of their lungs.

Speaking of monsters, there are several new foes you have to face, along with almost all the baddies from the first game; the problem is that all of them are excruciatingly annoying, such as the puker, who's lovely vomit attack is annoyingly accurate; the leapers, ware are even faster and stronger then before; the damn stalkers, who will make you want to take a ripper blade to whoever designed them, and the pack, which consists of zombified children, who are fast, annoying, and DO NOT STOP SHRIEKING.  You're constantly swarmed by multiple types of necromorphs all at once, and they only get stronger as the game goes on, increasing the frustration level triplefold.  There's a multi-level battle in a red room, for example, that made me want to quit the game, simply on how many enemies I faced, and how many times I kept dying.

But what's most disappointing about Dead Space 2 is the lack of ""Wow!"" moments.  The first game had incredible boss battles, but shockingly, there's only one boss fight at the very end of the game.  You do fight a few mini-boss necromorphs throughout the game, but they are, frankly, forgettable.  There's also a crushing lack of amazing moments that stick with you once the game ends; the first game had several, from a trench run in the void of space to the final, titanic boss battle.  There are only a few such moments here:  A train ride, an astonishingly awesome free flight through space (the zero gravity segments, by the way, are MUCH improved, and a sheer joy to play), and a moment involving a rather large needle(which is the most terrifying moment in the series to date).  While these are the moments where Dead Space 2 is at it's best, it's so frustrating because once they're over, you won't see anything that comes even close to being as cool.

In keeping with not really standing out, the levels of Dead Space 2 don't leave much of an impression.  To their credit, the developers do try to have variety:  Instead of going through numerous industrial environments like last time, you go through apartments, malls, schools, military bases, etc.  The problem is that most of these areas are bright, clean, shiny, and well lit, which isn't scary at all.  A mine stage, for example, instead of being dark and creepy, is filled with brightly colored lights, to the point where it started to feel like the inside of a christmas tree; there's even a stage where everything is brightly lit with blue light, and it honestly wouldn't be too much of a stretch to see neon signs and disco balls hanging about.  You'll also notice that a lot of these environments start repeating themselves, as you'll go through the same hallways, plazas, and walkways again and again, and it reaches ludicrous levels about halfway through the game, where the amount of copying and pasting becomes absurd, and it feels like the developers were trying to pad the game out to make it longer.  However, to be fair, the entire last stage of the game does manage to become visually amazing, and stands out as the most exciting stage of the series so far, and is easily the most pulse-pounding and dramatic part of the entire game.

One final nitpick:  Isaac's dead girlfriend, rather then being a terrifying specter of horror and loss, instead spends so much time yapping away and shrieking about how guilty Isaac supposedly feels, that I wanted to slap duct tape across her mouth to make her shut up.

Overall, Dead Space 2, is, in my opinion, an example of how too much can really be too much.  Take the classic film, ""Aliens"" for example; it had a bigger location then the first film, more aliens, marines, guns, and explosions.  But the high paced action moments were spread out throughout the film, and didn't come nonstop, one after another.  If Dead Space 2 cut out about half the combat sequences and just slowed down, I would give it a much higher score.  But as it is, I feel it's a noble attempt to be a great sequel, but it stumbles badly.  There's a great game here; it's just too fast paced, too full of monsters, and tries to pack in too much for it's own good.","A shuffling, shrieking mess",1313107200,4,{'Format:': ' Video Game'},
5.0,True,"02 18, 2016",AYVKPMEUBAZVK,B0050SVGW8,JD,"One of the best from Kirby, lots of funs",Five Stars,1455753600,,{'Format:': ' Video Game'},
3.0,True,"08 14, 2015",A2760RIOYRUUQ6,B00KN7Y3EY,GH,ok,Three Stars,1439510400,,,
5.0,True,"04 2, 2008",AX8SWWB9837TA,B00133ELQM,Chris Peters,"I actually bought 2 of these, for the 2 sets we have at the house.  This makes the stock pedal very very tough.  I tend to stomp on my pedal with all my might (and broke 2 pedals so far) and this kit keeps on ticking.

The weird thing is that the hinge kit uses a piece of plexiglas to replace the actual hinge pin, and was very scary for me to install.  I'm happy to report that it works great.  My only complaints are that I didn't receive all the screws in one kit :-( and the hinge itself tends to ""float"" slightly.  It's not a big deal.",Great product,1207094400,,,
5.0,True,"03 6, 2016",A21ZJMXYI6IBYM,B0013YMHL2,ZyeZxe,FSX default aircraft it is not ... you really have to follow the checklist item by item just to start the engines.,FSX default aircraft it is not... you ...,1457222400,,,
3.0,False,"08 21, 2014",A2582KMXLK2P06,B000B9SIJU,Bryan,"When I was a kid obsessing over my NES console, I never really had any desire to own a Genesis.  That is, until I saw pictures of Ecco the Dolphin.  This game simply had what I loved at the time- an underwater dolphin adventure.  I loved thinking about floating around underwater and loved dolphins since hey, they're beautiful fish right?  The game surely doesn't disappoint in terms of speed.  This game is REALLY fast!  Unfortunately the game seems to focus on speed above all else.  It's not as charming as it once was.  The concept was innovative at the time, but nowadays some of us chuckle at the idea of controlling a dolphin going on an adventure.  The game seems to have an element of history to it, meaning you get to hear stories of the Atlantis and even swim to those particular areas.  The problem venturing into new areas is that the game takes place underwater the entire time and your surroundings are never much different from the other places, so everything tends to blend together.

Ecco the Dolphin is one rock hard game too.  It's hard in that it's almost impossible to know where you're going without some online help, and as some of you may remember, back in the day we didn't have the assistance of online help so most of us just put the game away and saved it for a rainy day whenever the frustration level kicked up too high.  There's some carefully hidden places where you have to swim through rocks just to find new important locations, and it's really aggravating and time-consuming to place those particular areas in such a place most of us would NEVER think about looking.  Perhaps a guide detailing each area would help tremendously, but as far as I know no such map exists.

Another problem is that there's only a few varieties of enemies.  You will see the same jellyfish, sharks, crabs and squids over and over.  Ecco can take them out using a sonar move, or a charge move which is neat.  You'll also see several diamonds and rings that Ecco can push to open up new areas which is a pretty cool original feature.  I honestly think the game was designed all wrong however.  Instead of making it open world (or rather open waters) the game makers should have ditched that concept entirely and just focused on shorter straight forward levels where the object is to avoid and survive sea creatures until you arrive to the boss fight (and this game has a SEVERE shortage of boss fights).  I say this because the exploration can get monotonous after a while due to the game lacking entertainment and replay value.  Ditch the exploring aspect, and especially ditch the history lessons and storytelling since we're playing a game here.

But the good news is that the music is really tremendous.  An experimental rock band like Tangerine Dream would be proud to hear all these moody, ambient and very detailed and original songs (original by Genesis standards I mean).  Really incredible job overall on the music which does provide a feeling of underwater loneliness and desperation.  Usually I have negative things to say about the cold metallic music normally found on the Genesis, but not this time.

Overall well the high speed of our little Ecco friend is quite immaculate, the graphics are downright fantastic, Ecco's animations are really smooth and for some people the exploration may feel satisfying enough for some but to me the game's a little disappointing in that regard.  If we consider the lack of genres that focused on underwater exploring back in the early 90's however and recognize Ecco for being one of the first to have such a quest, well, that's pretty cool then.  But the game feels like it needs more to truly win me over.",ecco or echo?,1408579200,,,
